"Nome","Denominação","Pastor","Endereço","Bairro","Cidade","Estado","Telefone","Email","Latitude","Longitude","Observações","Cadastrado em","Cadastrado por"
"Igreja O Brasil Para Cristo","Igreja O Brasil Para Cristo","","R. Milton Venite, 242","","Guarulhos","SP","","","-23.4119966","-46.3755498","Instituição religiosa","27/02/2026","Importação PDF"
"Igreja O Brasil Para Cristo","Igreja O Brasil Para Cristo","","Av. José Brumatti, 3881","","Guarulhos","SP","","","-23.4071333","-46.4404251","Instituição religiosa","27/02/2026","Importação PDF"
"Igreja O Brasil Para Cristo","Igreja O Brasil Para Cristo","","Av. Aguanil, 290","","Guarulhos","SP","","","-23.4191155","-46.4646742","Instituição religiosa","27/02/2026","Importação PDF"
"Igreja O Brasil para Cristo","Igreja O Brasil para Cristo","","R. Leila Nunes, 129","","Guarulhos","SP","","","-23.4421813","-46.5556749","Templo","27/02/2026","Importação PDF"
"Igreja O Brasil para Cristo","Igreja O Brasil para Cristo","","R. Jati, 477","","Guarulhos","SP","","","-23.4532414","-46.4754707","Igreja","27/02/2026","Importação PDF"
"Igreja o Brasil para Cristo","Igreja o Brasil para Cristo","","R. Raimundo Almeida de Araújo, 394","","Guarulhos","SP","","","-23.446144","-46.5158261","Igreja cristã","27/02/2026","Importação PDF"
"Igreja o Brasil para Cristo","Igreja o Brasil para Cristo","","R. Nain Hassan Rachid, 83","","Guarulhos","SP","","","-23.4220901","-46.5279068","Igreja","27/02/2026","Importação PDF"
"Igreja o Brasil para Cristo","Igreja o Brasil para Cristo","","R. Sape, 270","","Guarulhos","SP","","","-23.4474797","-46.4586178","Igreja evangélica","27/02/2026","Importação PDF"
"Igreja Evangelica Pentecostal o Brasil Para Cristo","Igreja Evangelica Pentecostal o Brasil Para Cristo","","R. Maria Sieglinde, 50","","Guarulhos","SP","","","-23.4631566","-46.533271","","27/02/2026","Importação PDF"
"Igreja Evangélica Pentecostal Brasil para Cristo Guarulhos","Igreja Evangélica Pentecostal Brasil para Cristo","","R. Dona Dica, 734","","Guarulhos","SP","(11) 2422-8189","","-23.4698649","-46.5554292","Templo","27/02/2026","Importação PDF"
"Igreja O Brasil Para Cristo","Igreja O Brasil Para Cristo","","R. Água Doce, 417","","Guarulhos","SP","","","-23.4164208","-46.4943949","Instituição religiosa","27/02/2026","Importação PDF"
"Igreja Evangélica Pentecostal O Brasil para Cristo em São Be","Igreja Evangélica Pentecostal O Brasil para Cristo","","Rua Msr Oliveiras, 27","São Be","Guarulhos","SP","(11) 3435-5491","","-23.4623247","-46.5026557","Templo","27/02/2026","Importação PDF"
"Igreja Evangélica Pent O Brasil para Cristo de Taboão","Igreja Evangélica Pent O Brasil para Cristo","","Av. Martins Júnior, 1486","Taboão","Guarulhos","SP","(11) 2402-0634","","-23.4158005","-46.5109118","Templo","27/02/2026","Importação PDF"
"Igreja O Brasil Para Cristo","Igreja O Brasil Para Cristo","","R. Coqueiro, 107","","Guarulhos","SP","","","-23.4020378","-46.5118904","Instituição religiosa","27/02/2026","Importação PDF"
"O Brasil Para Cristo","O Brasil Para Cristo","","R. Gonçalves Dias","","Guarulhos","SP","","","-23.4016626","-46.3966443","Instituição religiosa","27/02/2026","Importação PDF"
"O BRASIL PARA CRISTO","O BRASIL PARA CRISTO","","R. Sete, 269","","Guarulhos","SP","","","-23.4813452","-46.394492","Instituição religiosa","27/02/2026","Importação PDF"
"OBPC Catedral Imperial","OBPC","","Av. Martins Júnior, 1486","","Guarulhos","SP","","","-23.4380088","-46.5080739","Igreja","27/02/2026","Importação PDF"
"Igreja O Brasil Para Cristo","Igreja O Brasil Para Cristo","","R. Dez, 143","","Guarulhos","SP","","","-23.41065","-46.4236498","Instituição religiosa","27/02/2026","Importação PDF"
"Igreja O Brasil Para Cristo","Igreja O Brasil Para Cristo","","Estr. do Sacramento, 218","","Guarulhos","SP","","","-23.4638023","-46.4019692","Instituição religiosa","27/02/2026","Importação PDF"
"Igreja O Brasil Para Cristo Recreio","Igreja O Brasil Para Cristo","","R. Jonas Goulart, 39","Recreio","Guarulhos","SP","(11) 94349-1425","","-23.40056","-46.527747","Instituição religiosa","27/02/2026","Importação PDF"
"Igreja Pentecostal No Brasil Cristo","Igreja Pentecostal No Brasil Cristo","","Av. Delfinopolis, 167","","Guarulhos","SP","","","-23.4176141","-46.4643188","Instituição religiosa","27/02/2026","Importação PDF"
"Igreja O Brasil Para Cristo","Igreja O Brasil Para Cristo","","R. Dr. Jorge Queirós de Morais, 251","","Guarulhos","SP","","","-23.4675941","-46.5277704","Igreja Pentecostal","27/02/2026","Importação PDF"
"O Brasil Para Cristo","O Brasil Para Cristo","","R. Doze de Junho, 420","","Guarulhos","SP","","","-23.4093977","-46.4013637","Instituição religiosa","27/02/2026","Importação PDF"
"Igreja O Brasil para Cristo Cumbica","Igreja O Brasil para Cristo","","R. Benedito Valadares Ribeiro, 446","Cumbica","Guarulhos","SP","(11) 2481-9661","","-23.4590019","-46.4634966","","27/02/2026","Importação PDF"
"O Brasil Para Cristo","O Brasil Para Cristo","","R. Aeródromo","Jardim São João","Guarulhos","SP","","","-23.4088244","-46.446718","Instituição religiosa","27/02/2026","Importação PDF"
"Igreja Pentecostal O Brasil Para Cristo - Jardim Presidente Dutra","Igreja Pentecostal O Brasil Para Cristo","","Av. Rio Real, 270","Jardim Presidente Dutra","Guarulhos","SP","(11) 2402-0634","","-23.4336185","-46.4370497","Igreja cristã","27/02/2026","Importação PDF"
"OBPC Cidade Soberana","OBPC","","Av. Lagedao, 771","Cidade Soberana","Guarulhos","SP","","","-23.4007359","-46.4395103","Igreja","27/02/2026","Importação PDF"
"Paróquia Nossa Senhora Aparecida Cocaia","Igreja católica","","Av. Tiradentes, 2504","Cocaia","Guarulhos","SP","(11) 96328-0229","","-23.4585426","-46.5208393","Igreja católica","27/02/2026","Importação PDF"
"OBPC Parque Primavera","OBPC","","R. Reta, 373","Parque Primavera","Guarulhos","SP","","","-23.4053704","-46.4917909","Igreja","27/02/2026","Importação PDF"
"Igreja Brasil para Cristo","Igreja Brasil para Cristo","","R. Calábria, 221","","Guarulhos","SP","","","-23.4013674","-46.468348","Igreja","27/02/2026","Importação PDF"
"Igreja Evangelica O Brasil Para Cristo","Igreja Evangelica O Brasil Para Cristo","","R. Vicente Melro, 995","","Guarulhos","SP","","","-23.4591355","-46.56673","Igreja","27/02/2026","Importação PDF"
"Igreja Evangelica Pentecosal o Brasil para Cristo","Igreja Evangelica Pentecosal o Brasil para Cristo","","R. Benedito Valadares Ribeiro, 29","","Guarulhos","SP","","","-23.4590019","-46.4634966","Igreja","27/02/2026","Importação PDF"
"Igreja O Brasil Para Cristo - Jd. Fortaleza","Igreja O Brasil Para Cristo","","R. Teresa Ravásio Magni, 71","Jardim Fortaleza","Guarulhos","SP","","","-23.407238","-46.425712","Igreja","27/02/2026","Importação PDF"
"Igreja O Brasil Para Cristo Jd Fortaleza","Igreja O Brasil Para Cristo Jd Fortaleza","","R. Teresa Ravásio Magni, 36","Jardim Fortaleza","Guarulhos","SP","","","-23.407262","-46.425624","Instituição religiosa","27/02/2026","Importação PDF"
"O Brasil Para Cristo","O Brasil Para Cristo","","R. Espírito Santo Dourado, 341","","Guarulhos","SP","","","-23.423472","-46.4942012","Igreja","27/02/2026","Importação PDF"
"Igreja O Brasil para Cristo - Jd. Palmira - Campo Tranquilidade","Igreja O Brasil para Cristo","","Av. Alfredo Barbosa, 1434","Jardim Palmira - Campo Tranquilidade","Guarulhos","SP","","","-23.4299898","-46.5608508","Igreja","27/02/2026","Importação PDF"
"O Brasil Para Cristo","O Brasil Para Cristo","","R. Januário Cico, 439","","Guarulhos","SP","","","-23.4675941","-46.5277704","Instituição religiosa","27/02/2026","Importação PDF"
"O Brasil Para Cristo","O Brasil Para Cristo","","R. Abelardo Abrunhosa, 104","","Guarulhos","SP","","","-23.4423046","-46.5034371","","27/02/2026","Importação PDF"
"Igreja O'brasil Para Cristo","Igreja O'brasil Para Cristo","","R. Eng. Paulo Frontim, 988","","Guarulhos","SP","","","-23.4388792","-46.532896","Instituição religiosa","27/02/2026","Importação PDF"
"Igreja O Brasil Para Cristo Vila Rica","Igreja O Brasil Para Cristo Vila Rica","","R. José Antônio Pereira, 174","Vila Rica","Guarulhos","SP","","","-23.3937361","-46.4507467","Instituição religiosa, Pastores abençoados","27/02/2026","Importação PDF"
"Igreja O Brasil para Cristo Paraiso","Igreja O Brasil para Cristo","","Av. Cesário Lange, 99","Paraiso","Guarulhos","SP","","","-23.4428586","-46.4237837","Igreja Pentecostal","27/02/2026","Importação PDF"
"Igreja O Brasil Para Cristo","Igreja O Brasil Para Cristo","","São Paulo - SP","","São Paulo","SP","","","-23.4647655","-46.8584264","Instituição religiosa","27/02/2026","Importação PDF"
"OBPC Jardim Ponte Alta I","OBPC","","R. Zeferino Alves de Oliveira, 379","Jardim Ponte Alta I","Guarulhos","SP","","","-23.397394","-46.401217","Igreja","27/02/2026","Importação PDF"
"Igreja O Brasil Para Cristo Belvedere","Igreja O Brasil Para Cristo","","R. Casa Branca, 44","Belvedere","Guarulhos","SP","","","-23.4129834","-46.497434","Instituição religiosa","27/02/2026","Importação PDF"
"Igreja Evangélica Pentecostal O Brasil para Cristo","Igreja Evangélica Pentecostal O Brasil para Cristo","","São Paulo - SP","","São Paulo","SP","(11) 3493-7744","","-23.4647655","-46.8584264","Templo","27/02/2026","Importação PDF"
"Igreja O Brasil Para Cristo","Igreja O Brasil Para Cristo","","Av. Manoel Isidoro Martins, 256","","Guarulhos","SP","","","-23.4675941","-46.5277704","Instituição religiosa","27/02/2026","Importação PDF"
"Igreja O Brasil Para Cristo V. Paraiso 296","Igreja O Brasil Para Cristo","","Av. Santa Helena","V. Paraiso","Guarulhos","SP","","","-23.441087","-46.4269835","Igreja","27/02/2026","Importação PDF"
"Igreja O Brasil Para Cristo","Igreja O Brasil Para Cristo","","Av. Belo Campo, 544","","Guarulhos","SP","","","-23.4187799","-46.4340835","Instituição religiosa","27/02/2026","Importação PDF"
"Igreja Evangélica Pentecostal O Brasil para Cristo","Igreja Evangélica Pentecostal O Brasil para Cristo","","R. Primavera, 7","","Guarulhos","SP","(11) 3436-5667","","-23.3967299","-46.3962143","Templo","27/02/2026","Importação PDF"
"OBPC Ponte Grande","OBPC","","R. Concheta de Mauro, 208","Ponte Grande","Guarulhos","SP","","","-23.5003882","-46.5495944","Igreja","27/02/2026","Importação PDF"
"Igreja O Brasil Para Cristo","Igreja O Brasil Para Cristo","","Av. Santa Helena, 284","","Guarulhos","SP","","","-23.4371605","-46.4290234","Igreja","27/02/2026","Importação PDF"
"Igreja O Brasil Para Cristo","Igreja O Brasil Para Cristo","","R. Clara Nunes, 129","","Guarulhos","SP","","","-23.4049309","-46.4778736","Igreja cristã","27/02/2026","Importação PDF"
"Igreja O Brasil Para Cristo","Igreja O Brasil Para Cristo","","R. João Genuíno Sobral, 192","","Guarulhos","SP","","","-23.4269011","-46.5493394","Instituição religiosa","27/02/2026","Importação PDF"
"Igreja O Brasil No Reino De Cristo","Igreja O Brasil No Reino De Cristo","","R. João Gomes da Silva, 120","","Guarulhos","SP","","","-23.4675941","-46.5277704","Instituição religiosa","27/02/2026","Importação PDF"
"Ministério Khárisma","","Pastor Mario","Estrada Mun., 124","Água Chata","Guarulhos","SP","(11) 99376-5255","","-23.4337738","-46.3928349","CEP: 07251-300","27/02/2026","Importação PDF"
"Assembléia De Deus Ministério Vila Bela","Assembléia De Deus Ministério Vila Bela","","R. Edgard, 233","","Guarulhos","SP","","","-23.4716438","-46.5206672","Igreja pentecostal.","27/02/2026","Importação PDF"
"AD Vila Bela- Sede Regional Guarulhos","Igreja","","Av. Otávio Braga de Mesquita, 1191","Vila Fátima","Guarulhos","SP","","","-23.4547488","-46.5088631","Espaço interessante, ambiente para todas as idades.","27/02/2026","Importação PDF"
"AD VILA BELA-JD DIOGO","Igreja Assembleia de Deus","","R. Edgard, 396","Jardim Diogo","Guarulhos","SP","","","-23.4716438","-46.5206672","","27/02/2026","Importação PDF"
"Assembléia De Deus Ministério Vila Bela","Instituição religiosa","","R. Luigi Magni, 183","Vila Maria Helena","Guarulhos","SP","","","-23.378962","-46.44655","","27/02/2026","Importação PDF"
"Assembleia de Deus Ministério Vila Bela","Instituição religiosa","","Estr. Conceição do Bananal, 375","Jardim Bondança","Guarulhos","SP","","","-23.398","-46.431","","27/02/2026","Importação PDF"
"Assembléia de Deus Vila Bela","Igreja Assembleia de Deus","","R. Caetano Picardi, 18","","Guarulhos","SP","","","-23.4675941","-46.5277704","","27/02/2026","Importação PDF"
"AD Vila Bela - São João","Igreja Assembleia de Deus","","R. Lagoa de Dentro, 62","Jardim São João","Guarulhos","SP","(11) 2469-2929","","-23.4138065","-46.4562976","Congreguei por vários anos, muito bom os cultos.","27/02/2026","Importação PDF"
"Assembleia De Deus De Vila Bela","Instituição religiosa","","R. Cel. Ezequiel","","Guarulhos","SP","","","-23.4038175","-46.4692208","","27/02/2026","Importação PDF"
"ASSEMBLÉIA DE DEUS VILA BELA","Instituição religiosa","","R. Agudos do Sul, 101","Bonsucesso","Guarulhos","SP","","","-23.3940918","-46.5170452","","27/02/2026","Importação PDF"
"AD Vila Bela","Instituição religiosa","","Av. Srg. da Aeronáutica Plínio F. Gonçalves, 1133","Cumbica","Guarulhos","SP","","","-23.4578227","-46.4696396","","27/02/2026","Importação PDF"
"Assembléia De Deus Min. Vila Bela","Instituição religiosa","","R. Elísio Laureano Ferreira, 19","Vila Paraíso","Guarulhos","SP","","","-23.4426966","-46.42587","","27/02/2026","Importação PDF"
"Assembléia de Deus - Ministério Vila Bela","Igreja Assembleia de Deus","","R. Trombudo Central, 87","Jardim Cumbica","Guarulhos","SP","(11) 96286-5551","","-23.4431298","-46.4315853","Casa de Deus, uma Benção...","27/02/2026","Importação PDF"
"Igreja Evangélica Assembléia de Deus Ministério Vila Bela","Igreja Assembleia de Deus","","R. João Pinheiro, 154","Vila Galvão","Guarulhos","SP","","","-23.4523388","-46.5620076","","27/02/2026","Importação PDF"
"Assembléia de Deus Ministério Vila Bela - Pq. Jurema","Igreja Pentecostal","","R. Murutinga, 22","Parque Jurema","Guarulhos","SP","","","-23.444484","-46.4128554","Maravilhoso, está neste lugar,quem ama a DEUS sabe","27/02/2026","Importação PDF"
"Igreja Assembleia Deus Min Belém Jd Vermelhão","Igreja Assembleia de Deus",",phone:","R. da Pátria, 14","Jardim Vermelhão","Guarulhos","SP","","","-23.4599412","-46.433993","Igreja maravilhosa, frequento desde de pequena.","27/02/2026","Importação PDF"
"Assembléia de Deus Ministério Belém - Paraíso 1","Igreja evangélica",",phone:","Av. Purús, 111/117","Paraíso 1","Guarulhos","SP","(11) 2425-1611","","-23.4170169","-46.5058783","Melhor lugar para se estar","27/02/2026","Importação PDF"
"Assembléia de Deus Ministério do Belém","Igreja Assembleia de Deus","","R. Cachoeira, 365","","Guarulhos","SP","","","-23.4465675","-46.5473045","Excelente igreja, receptivos e atenciosos!","27/02/2026","Importação PDF"
"Assembléia de Deus Ministério do Belém","Igreja Assembleia de Deus","","R. Raimundo Almeida de Araújo, 618","","Guarulhos","SP",",state:","","-23.446144","-46.5158261","","27/02/2026","Importação PDF"
"Assembléia de Deus Ministério do Belém Santa Inês","Igreja Assembleia de Deus","","Av. Silvestre Pires de Freitas, 833","Santa Inês","Guarulhos","SP","","","-23.4128268","-46.5094806","","27/02/2026","Importação PDF"
"Igreja assembleia de Deus Ministerio do Belem","Igreja","","Guarulhos - SP","","Guarulhos","SP","","","-23.4618844","-46.5527544","No address details other than city","27/02/2026","Importação PDF"
"Igreja Evangélica Assembléia de Deus Ministério do Belém em São Paulo","Igreja Assembleia de Deus","","R. Tailândia, 246","","Guarulhos","SP","","","-23.4417807","-46.5309059","Ótimo lugar Deus está presente","27/02/2026","Importação PDF"
"Assembléia de Deus Ministério Belém - Jardim Pres. Dutra - Setor 19","Igreja Assembleia de Deus","","R. Alpes, 161","Jardim Pres. Dutra","Guarulhos","SP","","","-23.4218263","-46.4369685","Setor 19, Benção de Deus","27/02/2026","Importação PDF"
"Assembleia de Deus Min Belém - Bela Vista","Igreja Assembleia de Deus","","R. Plutão, 101","Bela Vista","Guarulhos","SP","","","-23.4365132","-46.5099017","ambiente e ótimo local para se aprender a Palavra de Deus","27/02/2026","Importação PDF"
"AD Belém Guarulhos - Sede","Templo","","R. Jacob, 511","","Guarulhos","SP","","","-23.4672368","-46.5536488","Lugar onde realmente a presença de Deus está .","27/02/2026","Importação PDF"
"Assembléia de Deus Belém","Igreja Assembleia de Deus","","R. Imbituba, 208","","Guarulhos","SP","","","-23.4270982","-46.5178718","Onde Deus sempre fala no profundo da minha alma .","27/02/2026","Importação PDF"
"IGREJA ASSEMBLÉIA DE DEUS - MINISTÉRIO BELÉM","Igreja Assembleia de Deus","","Av. Purús, 117","","Guarulhos","SP","","","-23.4170169","-46.5058783","Uma igreja acolhedora!","27/02/2026","Importação PDF"
"Assembléia de Deus Ministério Belém","Igreja gospel","","R. Dona Antônia, 580","","Guarulhos","SP","","","-23.4694811","-46.5434411","Excelente lugar para Cultuar ao Deus Criador de todas as Coisas !","27/02/2026","Importação PDF"
"Assembléia de Deus Ministério Belém","Igreja Assembleia de Deus","","R. Cristolandia, 70","","Guarulhos","SP","","","-23.4449735","-46.5007087","","27/02/2026","Importação PDF"
"Assembléia de Deus Ministério Belém","Igreja Assembleia de Deus","","R. São Sebastião da Amoreira, 248","","Guarulhos","SP","","","-23.4375768","-46.5198966","Excelente, ótimo para vida espiritual e para nossa alma.","27/02/2026","Importação PDF"
"Assembléia De Deus Ministério Belém","Instituição religiosa","","R. Paschoal Conte, 67","","Guarulhos","SP","","","-23.4690514","-46.5470695","","27/02/2026","Importação PDF"
"Assembléia de Deus Ministério do Belém","Igreja Assembleia de Deus","","R. Adolfo Noronha, 75","","Guarulhos","SP","","","-23.4217913","-46.5556213","","27/02/2026","Importação PDF"
"Assembléia de Deus Ministério do Belém","Igreja Assembleia de Deus","","R. João Santana, 144","","Guarulhos","SP","","","-23.4317865","-46.5438057","","27/02/2026","Importação PDF"
"Assembléia De Deus Min Belém. Jd. Nova Cumbica","Igreja Assembleia de Deus",",phone:","R. Damalau, 68","Jardim Nova Cumbica","Guarulhos","SP",",state:","","-23.4598904","-46.4669299","Lugar maravilhoso para ser tocado por Deus","27/02/2026","Importação PDF"
"Igreja Assembléia de DEUS min. Belem jd Maria do Carmo","Igreja Assembleia de Deus",",phone:","R. Pérola Negra, 168","Jardim Maria do Carmo","Guarulhos","SP","","","-23.4637702","-46.4078593","Amo demais, aqui Deus se faz presente","27/02/2026","Importação PDF"
"Assembleia de Deus ministério Belém Jd das nações","Igreja Assembleia de Deus",",phone:","Av. Papa João Paulo I, 177","Jardim das nações","Guarulhos","SP","","","-23.4362455","-46.4618348","Gostei do local.","27/02/2026","Importação PDF"
"Igreja Evangélica Assembleia De Deus Ministério Do Belém","Instituição religiosa","","R. Maria Dias Hog, 132","","Guarulhos","SP","","","-23.4272499","-46.5567737","BENÇÃO GRAÚDA.","27/02/2026","Importação PDF"
"Igreja Evangélica Assembléia De Deus Ministério Belém","Instituição religiosa",",phone:","R. Adonirã Barbosa","","Guarulhos","SP","","","-23.4675941","-46.5277704","","27/02/2026","Importação PDF"
"Igreja Assembleia de Deus Minsterio Do Belem","Igreja Assembleia de Deus",",phone:","R. Luís Caputo, 207","","Guarulhos","SP","","","-23.3728627","-46.4525124","lugar para se estar ,onde se ouve verdadeira palavra de Deus 🙏🙏","27/02/2026","Importação PDF"
"IGREJA ASSEMBLEIA DE DEUS MINISTÉRIO DO BELÉM","Instituição religiosa",",phone:","R Paulo - R. Paulo Sérgio de Abreu, 296","","Guarulhos","SP","","","-23.4675941","-46.5277704","","27/02/2026","Importação PDF"
"Novo Templo - Assembléia de Deus Ministério do Belém Dutra 1","Igreja",",phone:","R. Waldemar de Paula Ferreira, 405","Dutra 1","Guarulhos","SP","","","-23.4772547","-46.5274712","Lugar maravilhoso onde gostamos de estar","27/02/2026","Importação PDF"
